945 , 2,3M , GCF_000144675.2_ASM14467v2_genomic.fna
946 , 2,4M , GCF_000144695.1_ASM14469v1_genomic.fna
947 , 2,3M , GCF_000144935.2_ASM14493v3_genomic.fna
948 , 2,8M , GCF_000144955.2_ASM14495v2_genomic.fna
949 , 4,3M , GCF_000145035.1_ASM14503v1_genomic.fna
950 , 2,5M , GCF_000145215.1_ASM14521v1_genomic.fna
951 , 6,8M , GCF_000145235.1_ASM14523v1_genomic.fna
952 , 3,1M , GCF_000145255.1_ASM14525v1_genomic.fna
953 , 5,1M , GCF_000145275.1_ASM14527v1_genomic.fna
954 , 2,9M , GCF_000145595.1_ASM14559v1_genomic.fna
955 , 2,7M , GCF_000145615.1_ASM14561v1_genomic.fna
956 , 831K , GCF_000145705.1_ASM14570v1_genomic.fna
957 , 5,7M , GCF_000145825.2_ASM14582v2_genomic.fna
958 , 6,4M , GCF_000145845.2_ASM14584v2_genomic.fna
959 , 6,0M , GCF_000145945.2_ASM14594v2_genomic.fna
960 , 7,0M , GCF_000146005.2_ASM14600v2_genomic.fna
961 , 1,2M , GCF_000146025.2_ASM14602v1_genomic.fna
962 , 2,2M , GCF_000146065.2_ASM14606v1_genomic.fna
963 , 5,0M , GCF_000146165.2_ASM14616v2_genomic.fna
964 , 2,8M , GCF_000146185.1_ASM14618v1_genomic.fna
965 , 2,1M , GCF_000146265.3_ASM14626v4_genomic.fna
966 , 3,7M , GCF_000146305.1_ASM14630v1_genomic.fna
967 , 3,8M , GCF_000146505.1_ASM14650v1_genomic.fna
968 , 3,9M , GCF_000146565.1_ASM14656v1_genomic.fna
969 , 5,3M , GCF_000146875.3_ASM14687v2_genomic.fna
970 , 2,1M , GCF_000146975.1_ASM14697v1_genomic.fna
971 , 4,8M , GCF_000147055.1_ASM14705v1_genomic.fna
972 , 2,4M , GCF_000147075.1_ASM14707v1_genomic.fna
973 , 2,2M , GCF_000147095.1_ASM14709v1_genomic.fna
974 , 7,6M , GCF_000147335.1_ASM14733v1_genomic.fna
975 , 2,1M , GCF_000147355.1_ASM14735v1_genomic.fna
976 , 2,7M , GCF_000147695.2_ASM14769v3_genomic.fna
977 , 2,9M , GCF_000147715.2_ASM14771v3_genomic.fna
978 , 5,1M , GCF_000147735.2_ASM14773v3_genomic.fna
979 , 6,8M , GCF_000147775.2_ASM14777v3_genomic.fna
980 , 6,9M , GCF_000147795.2_ASM14779v3_genomic.fna
981 , 11M , GCF_000147815.2_ASM14781v3_genomic.fna
982 , 4,5M , GCF_000147835.2_ASM14783v3_genomic.fna
983 , 5,0M , GCF_000148365.1_ASM14836v1_genomic.fna
984 , 1,9M , GCF_000148585.2_ASM14858v3_genomic.fna
985 , 5,0M , GCF_000148605.1_ASM14860v1_genomic.fna
986 , 967K , GCF_000148625.1_ASM14862v1_genomic.fna
987 , 4,2M , GCF_000148645.1_ASM14864v1_genomic.fna
988 , 1,5M , GCF_000148665.1_ASM14866v1_genomic.fna
989 , 1,6M , GCF_000148705.1_ASM14870v1_genomic.fna
990 , 3,2M , GCF_000148815.2_ASM14881v1_genomic.fna
991 , 1,7M , GCF_000148855.1_ASM14885v1_genomic.fna
992 , 1,6M , GCF_000148875.1_ASM14887v1_genomic.fna
993 , 1,6M , GCF_000148895.1_ASM14889v1_genomic.fna
994 , 1,6M , GCF_000148915.1_ASM14891v1_genomic.fna
995 , 4,8M , GCF_000148935.1_ASM14893v1_genomic.fna
996 , 2,3M , GCF_000152065.3_ASM15206v3_genomic.fna
997 , 2,2M , GCF_000152165.1_ASM15216v1_genomic.fna
998 , 4,2M , GCF_000152245.2_ASM15224v2_genomic.fna
999 , 2,9M , GCF_000152825.2_ASM15282v2_genomic.fna
1000 , 3,2M , GCF_000152925.2_ASM15292v3_genomic.fna
1001 , 2,9M , GCF_000152945.2_ASM15294v2_genomic.fna
1002 , 3,8M , GCF_000153165.2_ASM15316v2_genomic.fna
1003 , 3,0M , GCF_000153405.2_ASM15340v2_genomic.fna
1004 , 4,2M , GCF_000153485.2_ASM15348v2_genomic.fna
1005 , 4,3M , GCF_000153685.2_ASM15368v2_genomic.fna
1006 , 4,3M , GCF_000154585.2_ASM15458v2_genomic.fna
1007 , 4,3M , GCF_000154605.2_ASM15460v2_genomic.fna
1008 , 4,1M , GCF_000154745.2_ASM15474v2_genomic.fna
1009 , 4,1M , GCF_000154765.2_ASM15476v2_genomic.fna
1010 , 4,6M , GCF_000154785.2_ASM15478v2_genomic.fna
1011 , 3,0M , GCF_000155515.2_ASM15551v2_genomic.fna
1012 , 4,8M , GCF_000155675.2_ASM15567v2_genomic.fna
1013 , 5,3M , GCF_000155735.2_ASM15573v2_genomic.fna
1014 , 2,2M , GCF_000156855.2_ASM15685v2_genomic.fna
1015 , 5,6M , GCF_000156995.2_ASM15699v2_genomic.fna
1016 , 3,4M , GCF_000157355.2_ASM15735v2_genomic.fna
1017 , 6,4M , GCF_000157895.3_ASM15789v2_genomic.fna
1018 , 2,5M , GCF_000158275.2_ASM15827v2_genomic.fna
1019 , 1,7M , GCF_000159155.2_ASM15915v2_genomic.fna
1020 , 2,3M , GCF_000159455.2_ASM15945v2_genomic.fna
1021 , 2,8M , GCF_000159535.2_ASM15953v2_genomic.fna
1022 , 2,7M , GCF_000160335.2_ASM16033v2_genomic.fna
1023 , 2,1M , GCF_000161795.2_ASM16179v2_genomic.fna
1024 , 2,2M , GCF_000162235.2_ASM16223v2_genomic.fna
1025 , 2,4M , GCF_000163055.2_ASM16305v2_genomic.fna
1026 , 2,3M , GCF_000163615.3_ASM16361v3_genomic.fna
1027 , 1,9M , GCF_000163895.2_ASM16389v2_genomic.fna
1028 , 2,2M , GCF_000163915.2_ASM16391v2_genomic.fna
1029 , 5,9M , GCF_000164015.3_ASM16401v3_genomic.fna
1030 , 2,1M , GCF_000164675.2_ASM16467v2_genomic.fna
1031 , 2,5M , GCF_000164695.2_ASM16469v2_genomic.fna
1032 , 4,7M , GCF_000164865.1_ASM16486v1_genomic.fna
1033 , 3,2M , GCF_000164885.1_ASM16488v1_genomic.fna
1034 , 1,7M , GCF_000164905.1_ASM16490v1_genomic.fna
1035 , 2,2M , GCF_000164965.1_ASM16496v1_genomic.fna
1036 , 6,1M , GCF_000164985.3_ASM16498v2_genomic.fna
1037 , 2,3M , GCF_000165465.1_ASM16546v1_genomic.fna
1038 , 10M , GCF_000165485.1_ASM16548v1_genomic.fna
1039 , 3,1M , GCF_000165505.1_ASM16550v1_genomic.fna
1040 , 1,9M , GCF_000165525.1_ASM16552v1_genomic.fna
1041 , 1,8M , GCF_000165575.1_ASM16557v1_genomic.fna
1042 , 5,9M , GCF_000165715.2_ASM16571v3_genomic.fna
1043 , 2,1M , GCF_000165775.1_ASM16577v3_genomic.fna
1044 , 3,9M , GCF_000165815.1_ASM16581v1_genomic.fna
1045 , 7,2M , GCF_000165835.1_ASM16583v1_genomic.fna
1046 , 2,2M , GCF_000165905.1_ASM16590v1_genomic.fna
1047 , 4,1M , GCF_000165925.1_ASM16592v1_genomic.fna
1048 , 3,9M , GCF_000166055.1_ASM16605v1_genomic.fna
1049 , 3,7M , GCF_000166115.1_ASM16611v1_genomic.fna
1050 , 8,6M , GCF_000166135.1_ASM16613v1_genomic.fna
1051 , 4,5M , GCF_000166295.1_ASM16629v1_genomic.fna
1052 , 2,2M , GCF_000166315.1_ASM16631v1_genomic.fna
1053 , 2,4M , GCF_000166335.1_ASM16633v1_genomic.fna
1054 , 2,7M , GCF_000166355.1_ASM16635v1_genomic.fna
1055 , 4,0M , GCF_000166395.1_ASM16639v1_genomic.fna
1056 , 2,6M , GCF_000166415.1_ASM16641v1_genomic.fna
1057 , 4,0M , GCF_000166455.1_ASM16645v2_genomic.fna
1058 , 1,3M , GCF_000166635.1_ASM16663v1_genomic.fna
1059 , 1,5M , GCF_000166655.1_ASM16665v1_genomic.fna
1060 , 2,8M , GCF_000166695.1_ASM16669v1_genomic.fna
1061 , 2,8M , GCF_000166775.1_ASM16677v1_genomic.fna
1062 , 1,8M , GCF_000167435.2_ASM16743v2_genomic.fna
1063 , 5,3M , GCF_000167875.2_ASM16787v2_genomic.fna
1064 , 4,7M , GCF_000168315.3_ASM16831v3_genomic.fna
1065 , 2,2M , GCF_000168355.3_ASM16835v3_genomic.fna
1066 , 2,9M , GCF_000168575.2_ASM16857v2_genomic.fna
1067 , 2,8M , GCF_000168595.2_ASM16859v2_genomic.fna
1068 , 2,9M , GCF_000168635.2_ASM16863v2_genomic.fna
1069 , 2,9M , GCF_000168695.2_ASM16869v2_genomic.fna
1070 , 1,9M , GCF_000168775.2_ASM16877v2_genomic.fna
1071 , 2,1M , GCF_000168875.3_ASM16887v3_genomic.fna
1072 , 3,5M , GCF_000169195.2_ASM16919v2_genomic.fna
1073 , 1,6M , GCF_000171795.2_ASM17179v2_genomic.fna
1074 , 2,7M , GCF_000172575.2_ASM17257v2_genomic.fna
1075 , 4,5M , GCF_000172635.2_ASM17263v2_genomic.fna
1076 , 6,6M , GCF_000172695.2_ASM17269v2_genomic.fna
1077 , 6,5M , GCF_000172715.2_ASM17271v2_genomic.fna
1078 , 6,5M , GCF_000172795.2_ASM17279v2_genomic.fna
1079 , 3,0M , GCF_000174395.2_ASM17439v2_genomic.fna
1080 , 3,6M , GCF_000174795.2_ASM17479v2_genomic.fna
1081 , 4,2M , GCF_000175215.2_ASM17521v2_genomic.fna
1082 , 2,1M , GCF_000175255.2_ASM17525v2_genomic.fna
1083 , 2,3M , GCF_000175295.2_ASM17529v2_genomic.fna
1084 , 2,9M , GCF_000175575.2_ASM17557v2_genomic.fna
1085 , 6,1M , GCF_000175935.2_ASM17593v2_genomic.fna
1086 , 6,7M , GCF_000176035.2_ASM17603v2_genomic.fna
1087 , 5,3M , GCF_000176835.2_ASM17683v2_genomic.fna
1088 , 5,3M , GCF_000176855.2_ASM17685v2_genomic.fna
1089 , 3,6M , GCF_000176915.2_ASM17691v2_genomic.fna
1090 , 7,2M , GCF_000177195.2_ASM17719v2_genomic.fna
1091 , 4,6M , GCF_000177235.2_ASM17723v2_genomic.fna
1092 , 2,6M , GCF_000177535.2_ASM17753v2_genomic.fna
1093 , 5,2M , GCF_000177615.2_ASM17761v2_genomic.fna
1094 , 2,9M , GCF_000177635.2_ASM17763v2_genomic.fna
1095 , 6,8M , GCF_000177655.2_ASM17765v2_genomic.fna
1096 , 3,0M , GCF_000178115.2_ASM17811v2_genomic.fna
1097 , 3,9M , GCF_000178395.2_ASM17839v2_genomic.fna
1098 , 2,3M , GCF_000178495.2_ASM17849v2_genomic.fna
1099 , 4,6M , GCF_000178835.2_ASM17883v2_genomic.fna
1100 , 5,2M , GCF_000178875.2_ASM17887v2_genomic.fna
1101 , 1,6M , GCF_000178935.2_ASM17893v2_genomic.fna
1102 , 6,1M , GCF_000178955.2_ASM17895v2_genomic.fna
1103 , 5,4M , GCF_000178975.2_ASM17897v2_genomic.fna
1104 , 4,7M , GCF_000179015.2_ASM17901v2_genomic.fna
1105 , 735K , GCF_000179035.2_ASM17903v2_genomic.fna
1106 , 2,7M , GCF_000179235.2_ASM17923v2_genomic.fna
1107 , 3,4M , GCF_000179395.2_ASM17939v2_genomic.fna
1108 , 4,4M , GCF_000179635.2_ASM17963v2_genomic.fna
1109 , 5,0M , GCF_000179915.2_ASM17991v2_genomic.fna
1110 , 2,1M , GCF_000180515.1_ASM18051v2_genomic.fna
1111 , 3,4M , GCF_000182745.2_ASM18274v1_genomic.fna
1112 , 2,1M , GCF_000182835.1_ASM18283v1_genomic.fna
1113 , 1,8M , GCF_000182875.1_ASM18287v1_genomic.fna
1114 , 2,8M , GCF_000183115.1_ASM18311v1_genomic.fna
1115 , 3,6M , GCF_000183135.1_ASM18313v1_genomic.fna
1116 , 2,1M , GCF_000183155.1_ASM18315v1_genomic.fna
1117 , 916K , GCF_000183185.1_ASM18318v1_genomic.fna
1118 , 635K , GCF_000183285.1_ASM18328v1_genomic.fna
1119 , 4,8M , GCF_000183345.1_ASM18334v1_genomic.fna
1120 , 998K , GCF_000183365.1_ASM18336v1_genomic.fna
1121 , 993K , GCF_000183385.1_ASM18338v1_genomic.fna
1122 , 2,2M , GCF_000183405.1_ASM18340v1_genomic.fna
1123 , 4,4M , GCF_000183425.1_ASM18342v1_genomic.fna
1124 , 5,6M , GCF_000183645.1_ASM18364v1_genomic.fna
1125 , 1,3M , GCF_000183665.1_ASM18366v1_genomic.fna
1126 , 2,8M , GCF_000183725.1_ASM18372v1_genomic.fna
1127 , 2,4M , GCF_000183745.1_ASM18374v1_genomic.fna
1128 , 3,9M , GCF_000184065.1_ASM18406v1_genomic.fna
1129 , 4,9M , GCF_000184185.1_ASM18418v1_genomic.fna
1130 , 1,7M , GCF_000184205.1_ASM18420v1_genomic.fna
1131 , 4,8M , GCF_000184325.1_ASM18432v1_genomic.fna
1132 , 2,5M , GCF_000184345.1_ASM18434v2_genomic.fna
1133 , 5,6M , GCF_000184435.1_ASM18443v1_genomic.fna
1134 , 3,9M , GCF_000184685.1_ASM18468v1_genomic.fna
1135 , 2,8M , GCF_000184705.1_ASM18470v1_genomic.fna
1136 , 6,4M , GCF_000184745.1_ASM18474v1_genomic.fna
1137 , 3,5M , GCF_000184925.1_ASM18492v1_genomic.fna
1138 , 1,7M , GCF_000185185.1_ASM18518v1_genomic.fna
1139 , 1,7M , GCF_000185205.1_ASM18520v1_genomic.fna
1140 , 1,6M , GCF_000185225.1_ASM18522v1_genomic.fna
1141 , 1,7M , GCF_000185245.1_ASM18524v1_genomic.fna
1142 , 1,7M , GCF_000185805.1_ASM18580v1_genomic.fna
1143 , 2,6M , GCF_000185885.1_ASM18588v1_genomic.fna
1144 , 6,5M , GCF_000185905.1_ASM18590v1_genomic.fna
1145 , 3,4M , GCF_000185965.1_ASM18596v1_genomic.fna
1146 , 715K , GCF_000185985.2_ASM18598v2_genomic.fna
1147 , 1,1M , GCF_000186005.1_ASM18600v1_genomic.fna
1148 , 3,9M , GCF_000186225.1_ASM18622v1_genomic.fna
1149 , 2,1M , GCF_000186245.1_ASM18624v1_genomic.fna
1150 , 4,8M , GCF_000186265.1_ASM18626v1_genomic.fna
1151 , 5,4M , GCF_000186345.1_ASM18634v1_genomic.fna
1152 , 3,4M , GCF_000186385.1_ASM18638v1_genomic.fna
1153 , 2,1M , GCF_000186405.1_ASM18640v1_genomic.fna
1154 , 4,9M , GCF_000186585.1_ASM18658v1_genomic.fna
1155 , 3,6M , GCF_000186665.3_ASM18666v4_genomic.fna
1156 , 4,6M , GCF_000186725.1_ASM18672v1_genomic.fna
1157 , 4,0M , GCF_000186745.1_ASM18674v1_genomic.fna
1158 , 3,8M , GCF_000186885.1_ASM18688v1_genomic.fna
1159 , 2,3M , GCF_000187005.1_ASM18700v1_genomic.fna
1160 , 4,1M , GCF_000187205.2_ASM18720v4_genomic.fna
1161 , 5,5M , GCF_000187705.1_ASM18770v1_genomic.fna
1162 , 3,9M , GCF_000188215.1_ASM18821v1_genomic.fna
1163 , 4,9M , GCF_000188735.1_ASM18873v1_genomic.fna
1164 , 4,6M , GCF_000188955.2_ASM18895v5_genomic.fna
1165 , 3,8M , GCF_000189295.2_ASM18929v2_genomic.fna
1166 , 2,2M , GCF_000189415.1_ASM18941v1_genomic.fna
1167 , 2,7M , GCF_000189455.2_ASM18945v3_genomic.fna
1168 , 2,5M , GCF_000189495.1_ASM18949v1_genomic.fna
1169 , 2,1M , GCF_000189515.1_ASM18951v1_genomic.fna
1170 , 4,4M , GCF_000189535.1_ASM18953v1_genomic.fna
1171 , 2,5M , GCF_000189775.2_ASM18977v3_genomic.fna
1172 , 3,3M , GCF_000190435.1_ASM19043v1_genomic.fna
1173 , 4,3M , GCF_000190535.1_ASM19053v1_genomic.fna
1174 , 2,8M , GCF_000190555.1_ASM19055v1_genomic.fna
1175 , 4,2M , GCF_000190575.1_ASM19057v1_genomic.fna
1176 , 3,7M , GCF_000190595.1_ASM19059v1_genomic.fna
1177 , 3,3M , GCF_000190635.1_ASM19063v1_genomic.fna
1178 , 4,5M , GCF_000190735.1_ASM19073v2_genomic.fna
1179 , 1,5M , GCF_000191045.1_ASM19104v1_genomic.fna
1180 , 3,8M , GCF_000191145.1_ASM19114v1_genomic.fna
1181 , 2,2M , GCF_000191425.1_ASM19142v1_genomic.fna
1182 , 2,2M , GCF_000191445.1_ASM19144v1_genomic.fna
1183 , 2,2M , GCF_000191465.1_ASM19146v1_genomic.fna
1184 , 2,3M , GCF_000191485.1_ASM19148v1_genomic.fna
1185 , 2,2M , GCF_000191505.1_ASM19150v1_genomic.fna
1186 , 2,2M , GCF_000191525.1_ASM19152v1_genomic.fna
1187 , 2,1M , GCF_000191545.1_ASM19154v1_genomic.fna
1188 , 2,1M , GCF_000191565.1_ASM19156v1_genomic.fna
1189 , 4,0M , GCF_000191905.1_ASM19190v1_genomic.fna
1190 , 1,2M , GCF_000191925.1_ASM19192v1_genomic.fna
1191 , 4,8M , GCF_000192045.2_ASM19204v3_genomic.fna
1192 , 4,5M , GCF_000192105.1_ASM19210v1_genomic.fna
1193 , 1006K , GCF_000192395.2_ASM19239v2_genomic.fna
1194 , 5,4M , GCF_000192635.1_ASM19263v1_genomic.fna
1195 , 2,5M , GCF_000192705.1_ASM19270v1_genomic.fna
1196 , 3,2M , GCF_000192725.1_ASM19272v1_genomic.fna
1197 , 4,6M , GCF_000192745.1_ASM19274v1_genomic.fna
1198 , 4,6M , GCF_000192865.1_ASM19286v1_genomic.fna
1199 , 3,2M , GCF_000192885.1_ASM19288v1_genomic.fna
1200 , 4,3M , GCF_000193185.2_ASM19318v2_genomic.fna
1201 , 2,1M , GCF_000193205.1_ASM19320v1_genomic.fna
1202 , 6,0M , GCF_000193355.1_ASM19335v1_genomic.fna
1203 , 2,9M , GCF_000193395.1_ASM19339v1_genomic.fna
1204 , 2,6M , GCF_000193435.2_ASM19343v3_genomic.fna
1205 , 3,6M , GCF_000193495.2_ASM19349v2_genomic.fna
1206 , 4,0M , GCF_000193595.2_ASM19359v3_genomic.fna
1207 , 4,0M , GCF_000193615.2_ASM19361v3_genomic.fna
1208 , 2,0M , GCF_000194115.1_ASM19411v1_genomic.fna
1209 , 1,7M , GCF_000194135.1_ASM19413v1_genomic.fna
1210 , 4,5M , GCF_000194605.1_ASM19460v1_genomic.fna
1211 , 8,8M , GCF_000194745.1_ASM19474v1_genomic.fna
1212 , 3,1M , GCF_000194765.1_ASM19476v1_genomic.fna
1213 , 3,0M , GCF_000194785.1_ASM19478v1_genomic.fna
1214 , 6,7M , GCF_000194805.1_ASM19480v1_genomic.fna
1215 , 1,3M , GCF_000195085.1_ASM19508v1_genomic.fna
1216 , 4,6M , GCF_000195105.1_ASM19510v1_genomic.fna
1217 , 2,8M , GCF_000195275.1_ASM19527v1_genomic.fna
1218 , 3,2M , GCF_000195295.1_ASM19529v1_genomic.fna
1219 , 2,1M , GCF_000195315.1_ASM19531v1_genomic.fna
1220 , 2,2M , GCF_000195335.1_ASM19533v1_genomic.fna
1221 , 3,0M , GCF_000195395.5_ASM19539v6_genomic.fna
1222 , 2,9M , GCF_000195435.3_ASM19543v4_genomic.fna
1223 , 3,9M , GCF_000195515.1_ASM19551v1_genomic.fna
1224 , 1,9M , GCF_000195535.1_ASM19553v1_genomic.fna
1225 , 1,9M , GCF_000195555.1_ASM19555v1_genomic.fna
1226 , 2,6M , GCF_000195575.1_ASM19557v1_genomic.fna
1227 , 5,2M , GCF_000195675.1_ASM19567v1_genomic.fna
1228 , 4,7M , GCF_000195695.1_ASM19569v1_genomic.fna
1229 , 4,0M , GCF_000195715.1_ASM19571v1_genomic.fna
1230 , 1,1M , GCF_000195735.1_ASM19573v1_genomic.fna
1231 , 3,7M , GCF_000195755.1_ASM19575v1_genomic.fna
1232 , 5,3M , GCF_000195775.1_ASM19577v1_genomic.fna
1233 , 3,0M , GCF_000195795.1_ASM19579v1_genomic.fna
1234 , 2,5M , GCF_000195815.1_ASM19581v1_genomic.fna
1235 , 4,3M , GCF_000195835.3_ASM19583v2_genomic.fna
1236 , 3,2M , GCF_000195855.1_ASM19585v1_genomic.fna
1237 , 954K , GCF_000195875.1_ASM19587v1_genomic.fna
1238 , 4,3M , GCF_000195955.2_ASM19595v2_genomic.fna
1239 , 2,4M , GCF_000195975.1_ASM19597v1_genomic.fna
1240 , 5,0M , GCF_000195995.1_ASM19599v1_genomic.fna
1241 , 6,7M , GCF_000196015.1_ASM19601v1_genomic.fna
1242 , 2,9M , GCF_000196035.1_ASM19603v1_genomic.fna
1243 , 2,2M , GCF_000196055.1_ASM19605v1_genomic.fna
1244 , 916K , GCF_000196075.1_ASM19607v1_genomic.fna
1245 , 5,0M , GCF_000196095.1_ASM19609v1_genomic.fna
1246 , 6,9M , GCF_000196115.1_ASM19611v1_genomic.fna
1247 , 2,1M , GCF_000196135.1_ASM19613v1_genomic.fna
1248 , 5,5M , GCF_000196155.1_ASM19615v1_genomic.fna
1249 , 3,7M , GCF_000196175.1_ASM19617v1_genomic.fna
1250 , 977K , GCF_000196215.1_ASM19621v1_genomic.fna
1251 , 4,9M , GCF_000196235.1_ASM19623v1_genomic.fna
1252 , 6,2M , GCF_000196255.1_ASM19625v1_genomic.fna
1253 , 3,2M , GCF_000196275.1_ASM19627v1_genomic.fna
1254 , 2,2M , GCF_000196295.1_ASM19629v1_genomic.fna
1255 , 2,9M , GCF_000196315.1_ASM19631v1_genomic.fna
1256 , 3,2M , GCF_000196335.1_ASM19633v1_genomic.fna
1257 , 3,2M , GCF_000196355.1_ASM19635v1_genomic.fna
1258 , 4,9M , GCF_000196395.1_ASM19639v1_genomic.fna
1259 , 2,6M , GCF_000196435.1_ASM19643v1_genomic.fna
1260 , 2,7M , GCF_000196455.1_ASM19645v1_genomic.fna
1261 , 5,0M , GCF_000196475.1_ASM19647v1_genomic.fna
1262 , 4,5M , GCF_000196495.1_ASM19649v1_genomic.fna
1263 , 5,3M , GCF_000196515.1_ASM19651v1_genomic.fna
1264 , 2,1M , GCF_000196535.1_ASM19653v1_genomic.fna
1265 , 2,4M , GCF_000196555.1_ASM19655v1_genomic.fna
1266 , 2,4M , GCF_000196575.1_ASM19657v1_genomic.fna
1267 , 2,1M , GCF_000196595.1_ASM19659v1_genomic.fna
1268 , 5,2M , GCF_000196615.1_ASM19661v1_genomic.fna
1269 , 4,9M , GCF_000196695.1_ASM19669v1_genomic.fna
1270 , 3,9M , GCF_000196735.1_ASM19673v1_genomic.fna
1271 , 1,7M , GCF_000196755.1_ASM19675v1_genomic.fna
1272 , 4,1M , GCF_000196795.1_ASM19679v1_genomic.fna
1273 , 9,9M , GCF_000196835.1_ASM19683v1_genomic.fna
1274 , 1,9M , GCF_000196855.1_ASM19685v1_genomic.fna
1275 , 4,0M , GCF_000196875.2_ASM19687v2_genomic.fna
1276 , 3,8M , GCF_000197735.1_ASM19773v1_genomic.fna
1277 , 3,0M , GCF_000197755.2_ASM19775v2_genomic.fna
1278 , 2,0M , GCF_000197875.1_ASM19787v1_genomic.fna
1279 , 3,7M , GCF_000198775.1_ASM19877v1_genomic.fna
1280 , 3,5M , GCF_000199675.1_ASM19967v1_genomic.fna
1281 , 2,0M , GCF_000200475.1_ASM20047v1_genomic.fna
1282 , 1,7M , GCF_000200595.1_ASM20059v1_genomic.fna
1283 , 1,2M , GCF_000200735.1_ASM20073v1_genomic.fna
1284 , 3,9M , GCF_000202635.1_ASM20263v1_genomic.fna
1285 , 4,1M , GCF_000202835.1_ASM20283v1_genomic.fna
1286 , 2,3M , GCF_000203195.1_ASM20319v1_genomic.fna
1287 , 702K , GCF_000203215.1_ASM20321v1_genomic.fna
1288 , 3,3M , GCF_000203855.3_ASM20385v3_genomic.fna
1289 , 5,1M , GCF_000203895.1_ASM20389v1_genomic.fna
1290 , 7,3M , GCF_000203915.1_ASM20391v1_genomic.fna
1291 , 5,1M , GCF_000203935.1_ASM20393v1_genomic.fna
1292 , 7,5M , GCF_000203955.1_ASM20395v1_genomic.fna
1293 , 6,9M , GCF_000204075.1_ASM20407v1_genomic.fna
1294 , 4,4M , GCF_000204115.1_ASM20411v1_genomic.fna
1295 , 1,1M , GCF_000204135.1_ASM20413v1_genomic.fna
1296 , 6,6M , GCF_000204155.1_ASM20415v1_genomic.fna
1297 , 1,2M , GCF_000204255.1_ASM20425v1_genomic.fna
1298 , 3,9M , GCF_000204275.1_ASM20427v1_genomic.fna
1299 , 5,3M , GCF_000204295.1_ASM20429v1_genomic.fna
1300 , 3,1M , GCF_000204565.1_ASM20456v1_genomic.fna
1301 , 2,0M , GCF_000204625.1_ASM20462v1_genomic.fna
1302 , 4,9M , GCF_000204645.1_ASM20464v1_genomic.fna
1303 , 2,9M , GCF_000204665.1_ASM20466v1_genomic.fna
1304 , 1,9M , GCF_000204985.1_ASM20498v1_genomic.fna
1305 , 2,2M , GCF_000208385.1_ASM20838v1_genomic.fna
1306 , 2,5M , GCF_000208405.1_ASM20840v1_genomic.fna
1307 , 3,8M , GCF_000209655.1_ASM20965v1_genomic.fna
1308 , 2,7M , GCF_000209675.1_ASM20967v1_genomic.fna
1309 , 2,9M , GCF_000209755.1_ASM20975v1_genomic.fna
1310 , 4,0M , GCF_000209795.2_ASM20979v2_genomic.fna
1311 , 3,6M , GCF_000210155.1_ASM21015v1_genomic.fna
1312 , 2,8M , GCF_000210315.1_ASM21031v1_genomic.fna
1313 , 4,1M , GCF_000210415.1_ASM21041v1_genomic.fna
1314 , 4,0M , GCF_000210435.1_ASM21043v1_genomic.fna
1315 , 4,1M , GCF_000210455.1_ASM21045v1_genomic.fna
1316 , 5,2M , GCF_000210475.1_ASM21047v1_genomic.fna
1317 , 1,1M , GCF_000210495.1_ASM21049v1_genomic.fna
1318 , 3,0M , GCF_000210815.2_ASM21081v2_genomic.fna
1319 , 5,2M , GCF_000210835.1_ASM21083v1_genomic.fna
1320 , 4,9M , GCF_000210855.2_ASM21085v2_genomic.fna
1321 , 2,0M , GCF_000210875.1_ASM21087v1_genomic.fna
1322 , 2,1M , GCF_000210895.1_ASM21089v1_genomic.fna
1323 , 3,4M , GCF_000210915.2_ASM21091v2_genomic.fna
1324 , 2,1M , GCF_000210935.1_ASM21093v1_genomic.fna
1325 , 2,0M , GCF_000210955.1_ASM21095v1_genomic.fna
1326 , 2,1M , GCF_000210975.1_ASM21097v1_genomic.fna
1327 , 2,0M , GCF_000210995.1_ASM21099v1_genomic.fna
1328 , 2,0M , GCF_000211015.1_ASM21101v1_genomic.fna
1329 , 2,0M , GCF_000211035.1_ASM21103v2_genomic.fna
1330 , 2,0M , GCF_000211055.1_ASM21105v2_genomic.fna
1331 , 2,1M , GCF_000211075.1_ASM21107v1_genomic.fna
1332 , 4,4M , GCF_000211235.1_ASM21123v1_genomic.fna
1333 , 3,0M , GCF_000211255.2_ASM21125v2_genomic.fna
1334 , 821K , GCF_000211295.1_ASM21129v1_genomic.fna
1335 , 2,5M , GCF_000211375.1_ASM21137v1_genomic.fna
1336 , 975K , GCF_000211545.4_ASM21154v6_genomic.fna
1337 , 3,2M , GCF_000211855.2_ASM21185v3_genomic.fna
1338 , 3,3M , GCF_000212355.1_ASM21235v1_genomic.fna
1339 , 2,2M , GCF_000212375.1_ASM21237v1_genomic.fna
1340 , 1,9M , GCF_000212395.1_ASM21239v1_genomic.fna
1341 , 3,0M , GCF_000212415.1_ASM21241v1_genomic.fna
1342 , 4,1M , GCF_000212675.2_ASM21267v2_genomic.fna
1343 , 4,2M , GCF_000212695.1_ASM21269v1_genomic.fna
1344 , 5,5M , GCF_000212715.2_ASM21271v2_genomic.fna
1345 , 8,5M , GCF_000212735.1_ASM21273v1_genomic.fna
1346 , 4,8M , GCF_000212755.2_ASM21275v3_genomic.fna
